Gene Accession Number,Gene Definition,Sample Source,Gene Organism,Isolation Source,Collection Date,Collection Country,Taxon ID,BioProject,BioSample,Assembly,Reference_1,Reference_2,Reference_3,Reference_4,Reference_5,Reference_6,Reference_7,Reference_8,Reference_9,Reference_10,Reference_11,Reference_12,Reference_13,Reference_14,Reference_15,Reference_16,Reference_17,Reference_18,Reference_19,Reference_20,Reference_21,Reference_22,Reference_23,Reference_24,Reference_25,Reference_26,Reference_27,Reference_28,Reference_29,Reference_30,Reference_31,new_collection_date
CP001337.1,"Chloroflexus aggregans DSM 9485, complete genome",Chloroflexus aggregans DSM 9485,Chloroflexus aggregans DSM 9485,,,,taxon:326427,BioProject:PRJNA16708,BioSample:SAMN00623036,,Direct Submission,Complete sequence of Chloroflexus aggregans DSM 9485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001339.1,"Thioalkalivibrio sulfidiphilus HL-EbGr7 chromosome, complete genome",Thioalkalivibrio sulfidiphilus HL-EbGr7,Thioalkalivibrio sulfidiphilus HL-EbGr7,,,,taxon:396588,BioProject:PRJNA29177,BioSample:SAMN00001443,,Direct Submission,Complete genome sequence of 'Thioalkalivibrio sulfidophilus' HL-EbGr7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001087.1,"Desulfobacterium autotrophicum HRM2, complete genome",Desulforapulum autotrophicum HRM2,Desulforapulum autotrophicum HRM2,,,,taxon:177437,BioProject:PRJNA20931,BioSample:SAMN02603282,,Direct Submission,"Genome sequence of Desulfobacterium autotrophicum HRM2, a marine sulfate reducer oxidizing organic carbon completely to carbon dioxide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001087.1,"Desulfobacterium autotrophicum HRM2, complete genome",Desulforapulum autotrophicum HRM2,Desulforapulum autotrophicum HRM2,,,,taxon:177437,BioProject:PRJNA20931,BioSample:SAMN02603282,,Direct Submission,"Genome sequence of Desulfobacterium autotrophicum HRM2, a marine sulfate reducer oxidizing organic carbon completely to carbon dioxide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001252.1,"Shewanella baltica OS223 chromosome, complete genome",Shewanella baltica OS223,Shewanella baltica OS223,,,,taxon:407976,BioProject:PRJNA17985,BioSample:SAMN00623062,,Complete sequence of chromosome of Shewanella baltica OS223,Direct Submission,Shewanella baltica Ecotypes Have Wide Transcriptional Variation under the Same Growth Conditions,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP009153.1,"Gemmatimonas aurantiaca T-27 DNA, complete genome",Gemmatimonas aurantiaca T-27,Gemmatimonas aurantiaca T-27,activated sludge for phosphorus removal,,,NBRC:100505,BioProject:PRJDA18501,BioSample:SAMD00060909,,Direct Submission,Complete genome sequence of Gemmatimonas aurantiaca T-27T that represents a novel phylum Gemmatimonadetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU855787.1,"Enterobacter cloacae plasmid pEC-IMP, complete sequence",Enterobacter cloacae,Enterobacter cloacae,,,Taiwan,taxon:550,,BioSample:SAMN14225293,,Direct Submission,Mobilization of qnrB2 and ISCR1 in plasmids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP000874.1,"Sinorhizobium fredii NGR234 plasmid pNGR234b, complete sequence",Sinorhizobium fredii NGR234,Sinorhizobium fredii NGR234,,,,taxon:394,BioProject:PRJNA21101,BioSample:SAMN02603283,,Direct Submission,Rhizobium sp. strain NGR234 possesses a remarkable number of secretion systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001389.1,"Sinorhizobium fredii NGR234, complete genome",Sinorhizobium fredii NGR234,Sinorhizobium fredii NGR234,,,,taxon:394,BioProject:PRJNA21101,BioSample:SAMN02603283,,Direct Submission,Rhizobium sp. strain NGR234 possesses a remarkable number of secretion systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001485.1,"Vibrio cholerae MJ-1236 chromosome 1, complete sequence",Vibrio cholerae MJ-1236,Vibrio cholerae MJ-1236,,,,taxon:593588,BioProject:PRJNA33555,BioSample:SAMN02603569,,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ621586.1,"Escherichia coli strain H4H plasmid peH4H, complete sequence",Escherichia coli,Escherichia coli,,,,taxon:562,,BioSample:SAMN14225322,,Direct Submission,blaCMY-2-positive IncA/C plasmids from Escherichia coli and Salmonella enterica are a distinct component of a larger lineage of plasmids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001616.1,"Tolumonas auensis DSM 9187, complete genome",Tolumonas auensis DSM 9187,Tolumonas auensis DSM 9187,sediment of freshwater lake,,Switzerland,taxon:595494,BioProject:PRJNA33873,BioSample:SAMN02598508,,Direct Submission,Complete genome sequence of Tolumonas auensis type strain (TA 4T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001281.2,"Thauera sp. MZ1T, complete genome",Thauera aminoaromatica,Thauera aminoaromatica,,,,taxon:164330,BioProject:PRJNA20091,BioSample:SAMN00000048,,Direct Submission,Complete genome sequence of Thauera aminoaromatica strain MZ1T,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP010904.1,"Desulfovibrio magneticus RS-1 DNA, complete genome",Solidesulfovibrio magneticus RS-1,Solidesulfovibrio magneticus RS-1,,,,taxon:573370,BioProject:PRJDA32105,BioSample:SAMD00060954,,Direct Submission,Whole genome sequence of Desulfovibrio magneticus strain RS-1 revealed common gene clusters in magnetotactic bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001383.1,"Shigella flexneri 2002017, complete genome",Shigella flexneri 2002017,Shigella flexneri 2002017,,,,taxon:591020,BioProject:PRJNA33639,BioSample:SAMN02603122,,Direct Submission,Emergence of a new multidrug resistance serotype X variant in an epidemic clone of Shigella flexneri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001941.1,"Aciduliprofundum boonei T469, complete genome",Aciduliprofundum boonei T469,Aciduliprofundum boonei T469,,,,taxon:439481,BioProject:PRJNA38403,BioSample:SAMN02598523,,Direct Submission,Complete sequence of Aciduliprofundum boonei T469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ696404.1,"Escherichia coli strain 7 plasmid IncQ-type pQ7, complete sequence",Escherichia coli,Escherichia coli,,,,taxon:562,,BioSample:SAMN14225315,,Direct Submission,A novel IncQ plasmid type harbouring a class 3 integron from Escherichia coli,Plasmid-encoded and class 3 integron-associated extended-spectrum beta-lactamase gene blaGES-1 from Escherichia coli in Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP929032.1,Alistipes shahii WAL 8301 draft genome,Alistipes shahii WAL 8301,Alistipes shahii WAL 8301,,,,taxon:717959,BioProject:PRJNA45913,BioSample:SAMEA3138370,,Direct Submission,The genome sequence of Alistipes shahii WAL 8301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP929042.1,Eubacterium rectale DSM 17629 draft genome,Agathobacter rectalis DSM 17629,Agathobacter rectalis DSM 17629,,,,taxon:657318,BioProject:PRJNA39159,BioSample:SAMEA3138356,,Direct Submission,The genome sequence of Eubacterium rectale A1-86 (DSM 17629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001965.1,"Sideroxydans lithotrophicus ES-1 chromosome, complete genome",Sideroxydans lithotrophicus ES-1,Sideroxydans lithotrophicus ES-1,,,,taxon:580332,BioProject:PRJNA33161,BioSample:SAMN02598496,,Direct Submission,Complete sequence of Sideroxydans lithotrophicus ES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001998.1,"Coraliomargarita akajimensis DSM 45221, complete genome",Coraliomargarita akajimensis DSM 45221,Coraliomargarita akajimensis DSM 45221,,,,taxon:583355,BioProject:PRJNA33365,BioSample:SAMN02598501,,The complete genome of Coraliomargarita akajimensis DSM 45221,Complete genome sequence of Coraliomargarita akajimensis type strain (04OKA010-24),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP565814.1,"Salinibacter ruber M8 chromosome, complete genome",Salinibacter ruber M8,Salinibacter ruber M8,,,,taxon:761659,BioProject:PRJNA48827,BioSample:SAMEA3138292,,Direct Submission,"Fine-scale evolution: genomic, phenotypic and ecological differentiation in two coexisting Salinibacter ruber strains",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002017.1,"Kyrpidia tusciae DSM 2912, complete genome",Kyrpidia tusciae DSM 2912,Kyrpidia tusciae DSM 2912,,,,taxon:562970,BioProject:PRJNA31345,BioSample:SAMN00017498,,Direct Submission,"Complete genome sequence of the thermophilic, hydrogen-oxidizing Bacillus tusciae type strain (T2) and reclassification in the new genus, Kyrpidia gen. nov. as Kyrpidia tusciae comb. nov. and emendation of the family Alicyclobacillaceae da Costa and Rainey, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM126016.1,"Klebsiella oxytoca plasmid pKOX105, complete sequence",Klebsiella oxytoca KOX105,Klebsiella oxytoca KOX105,,,,taxon:795470,,BioSample:SAMN14225574,,Direct Submission,"Complete nucleotide sequence of the IncN plasmid pKOX105 encoding VIM-1, QnrS1 and SHV-12 proteins in Enterobacteriaceae from Bolzano, Italy compared with IncN plasmids encoding KPC enzymes in the USA",Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002031.1,"Geobacter sulfurreducens KN400, complete genome",Geobacter sulfurreducens KN400,Geobacter sulfurreducens KN400,,,,taxon:663917,BioProject:PRJNA39745,BioSample:SAMN02604215,,"Comparative genomic analysis of Geobacter sulfurreducens KN400, a strain with enhanced capacity for extracellular electron transfer and electricity production",Direct Submission,De Novo assembly of the complete genome of an enhanced electricity-producing variant of Geobacter sulfurreducens using only short reads,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002086.1,"Nitrosococcus watsonii C-113 chromosome, complete genome",Nitrosococcus watsonii C-113,Nitrosococcus watsonii C-113,,,,taxon:105559,BioProject:PRJNA40331,BioSample:SAMN02598531,,Direct Submission,Complete sequence of chromosome of Nitrosococcus watsoni C-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQ312004.1,Bacteroides fragilis 638R genome,Bacteroides fragilis 638R,Bacteroides fragilis 638R,,,,taxon:862962,BioProject:PRJNA50405,BioSample:SAMEA3138381,,Direct Submission,Twenty-eight divergent polysaccharide loci specifying within- and amongst-strain capsule diversity in three strains of Bacteroides fragilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQ312004.1,Bacteroides fragilis 638R genome,Bacteroides fragilis 638R,Bacteroides fragilis 638R,,,,taxon:862962,BioProject:PRJNA50405,BioSample:SAMEA3138381,,Direct Submission,Twenty-eight divergent polysaccharide loci specifying within- and amongst-strain capsule diversity in three strains of Bacteroides fragilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU585907.1,"Klebsiella pneumoniae strain NL194 plasmid pNL194, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,,BioSample:SAMN14225540,,Direct Submission,"Sequence of pNL194, a 79.3-Kilobase IncN Plasmid Carrying the blaVIM-1 Metallo-{beta}-Lactamase Gene in Klebsiella pneumoniae",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU585907.1,"Klebsiella pneumoniae strain NL194 plasmid pNL194, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,,BioSample:SAMN14225540,,Direct Submission,"Sequence of pNL194, a 79.3-Kilobase IncN Plasmid Carrying the blaVIM-1 Metallo-{beta}-Lactamase Gene in Klebsiella pneumoniae",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP929140.1,gamma proteobacterium HdN1 complete genome,gamma proteobacterium HdN1,gamma proteobacterium HdN1,,,,taxon:83406,BioProject:PRJEA46849,BioSample:SAMEA2272402,,Direct Submission,Alkane degradation by a new type of denitrifying bacterium with possible involvement of the electron acceptor in substrate activation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002157.1,"Maribacter sp. HTCC2170, complete genome",Maribacter sp. HTCC2170,Maribacter sp. HTCC2170,,,,taxon:313603,BioProject:PRJNA13595,BioSample:SAMN02603923,,Direct Submission,"Complete Genome Sequence of Strain HTCC2170, a Novel Member of the Genus Maribacter in the Family Flavobacteriaceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQ482074.1,"Escherichia coli str. O102-ST405 plasmid pETN48, complete sequence",Escherichia coli,Escherichia coli,,,,taxon:562,,BioSample:SAMN14229434,,Direct Submission,Complete nucleotide sequence of plasmid pTN48 encoding the CTX-M-14 extended spectrum beta-lactamase from an Escherichia coli O102-ST405 strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002383.1,"Shewanella baltica OS678, complete genome",Shewanella baltica OS678,Shewanella baltica OS678,,,,taxon:693973,BioProject:PRJNA47019,BioSample:SAMN00016780,,Complete sequence of chromosome of Shewanella baltica OS678,Genome Sequencing of Five Shewanella baltica Strains Recovered from the Oxic-Anoxic Interface of the Baltic Sea,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002432.1,"Desulfurispirillum indicum S5, complete genome",Desulfurispirillum indicum S5,Desulfurispirillum indicum S5,,,,taxon:653733,BioProject:PRJNA38575,BioSample:SAMN02232016,,Direct Submission,Complete sequence of Desulfurispirillum indicum S5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002153.1,"Uncultured bacterium plasmid PSP21, complete sequence",uncultured bacterium,uncultured bacterium,activated sludge,,,taxon:77133,BioProject:PRJNA50607,,,Direct Submission,Sequencing and comparative analysis of IncP-1alpha antibiotic resistance plasmids reveal a highly conserved backbone and differences within accessory regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002446.1,"Pseudoxanthomonas suwonensis 11-1, complete genome",Pseudoxanthomonas suwonensis 11-1,Pseudoxanthomonas suwonensis 11-1,compost-feedstock enrichment culture,,USA,taxon:743721,BioProject:PRJNA48619,BioSample:SAMN00713577,,Direct Submission,Complete sequence of Pseudoxanthomonas suwonensis 11-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FN645466.1,"Bartonella rochalimae ATCC BAA-1498 Contig12, whole genome shotgun sequence",Bartonella rochalimae ATCC BAA-1498,Bartonella rochalimae ATCC BAA-1498,,,,taxon:685782,BioProject:PRJEA41337,,,Direct Submission,Parallel evolution of a type IV secretion system in radiating lineages of the host-restricted bacterial pathogen Bartonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP012029.1,"Anaerolinea thermophila UNI-1 DNA, complete genome",Anaerolinea thermophila UNI-1,Anaerolinea thermophila UNI-1,,,,NBRC:100420,BioProject:PRJNA60099,BioSample:SAMD00061114,,Direct Submission,Whole genome sequence of Anaerolinea thermophila UNI-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP001921.1,"Acinetobacter baumannii 1656-2, complete genome",Acinetobacter baumannii 1656-2,Acinetobacter baumannii 1656-2,,,,taxon:696749,BioProject:PRJNA42153,BioSample:SAMN02603494,,"Complete genome sequence of multidrug-resistant Acinetobacter baumannii, a master of both adherence and biofilm formation","Complete genome sequence of multidrug-resistant Acinetobacter baumannii strain 1656-2, which forms sturdy biofilm",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002530.1,"Bacteroides salanitronis DSM 18170, complete genome",Phocaeicola salanitronis DSM 18170,Phocaeicola salanitronis DSM 18170,cecum,,Japan,taxon:667015,BioProject:PRJNA40055,BioSample:SAMN00713589,,Direct Submission,Complete genome sequence of Bacteroides salanitronis type strain (BL78),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002530.1,"Bacteroides salanitronis DSM 18170, complete genome",Phocaeicola salanitronis DSM 18170,Phocaeicola salanitronis DSM 18170,cecum,,Japan,taxon:667015,BioProject:PRJNA40055,BioSample:SAMN00713589,,Direct Submission,Complete genome sequence of Bacteroides salanitronis type strain (BL78),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002556.1,"Vibrio cholerae LMA3894-4 chromosome II, complete sequence",Vibrio cholerae LMA3984-4,Vibrio cholerae LMA3984-4,water of Tucunduba creek,,Brazil,taxon:935297,BioProject:PRJNA61113,BioSample:SAMN02603740,,Direct Submission,Whole genome sequencing of environmental Vibrio cholerae O1 from 10 nanograms of DNA using short reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JF267651.1,"Salmonella enterica subsp. enterica serovar Dublin strain 853 plasmid pSD_174, complete sequence",Salmonella enterica subsp. enterica serovar Dublin,Salmonella enterica subsp. enterica serovar Dublin,,,,taxon:98360,,BioSample:SAMN14225619,,Direct Submission,Sequencing of plasmids from a multi-antimicrobial resistant Salmonella enterica serovar Dublin strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JF267652.1,"Salmonella enterica subsp. enterica serovar Dublin strain 853 plasmid pSD_88, complete sequence",Salmonella enterica subsp. enterica serovar Dublin,Salmonella enterica subsp. enterica serovar Dublin,,,,taxon:98360,,BioSample:SAMN14225618,,Direct Submission,Sequencing of plasmids from a multi-antimicrobial resistant Salmonella enterica serovar Dublin strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002339.1,"Alteromonas naphthalenivorans strain SN2, complete genome",Alteromonas naphthalenivorans,Alteromonas naphthalenivorans,crude oil-contaminated sea site,,,taxon:715451,BioProject:PRJNA59947,BioSample:SAMN02603134,,Direct Submission,Complete Genome Sequence of the Polycyclic Aromatic Hydrocarbon-Degrading Bacterium Alteromonas sp. Strain SN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002738.1,"Methylomonas methanica MC09, complete genome",Methylomonas methanica MC09,Methylomonas methanica MC09,seawater,,United Kingdom,taxon:857087,BioProject:PRJNA53917,BioSample:SAMN00713628,,Complete sequence of Methylomonas methanica MC09,Complete Genome Sequence of the Aerobic Marine Methanotroph Methylomonas methanica MC09,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR850039.1,"Escherichia coli strain 345-2RifC plasmid pN3, complete sequence",Escherichia coli,Escherichia coli,,,,taxon:562,,BioSample:SAMN14229401,,Direct Submission,Fitness of Escherichia coli strains carrying expressed and partially silent IncN and IncP1 plasmids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002783.1,"Sinorhizobium meliloti AK83 chromosome 3, complete sequence",Sinorhizobium meliloti AK83 (Ensifer meliloti AK83),Sinorhizobium meliloti AK83,,,,taxon:693982,BioProject:PRJNA41993,BioSample:SAMN00017059,,Complete sequence of chromosome3 of Sinorhizobium meliloti AK83,Replicon-dependent bacterial genome evolution: the case of Sinorhizobium meliloti,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002784.1,"Sinorhizobium meliloti AK83 plasmid pSINME01, complete sequence",Sinorhizobium meliloti AK83 (Ensifer meliloti AK83),Sinorhizobium meliloti AK83,,,,taxon:693982,BioProject:PRJNA41993,BioSample:SAMN00017059,,Complete sequence of plasmid1 of Sinorhizobium meliloti AK83,Replicon-dependent bacterial genome evolution: the case of Sinorhizobium meliloti,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002870.1,"Pseudomonas putida S16, complete genome",Pseudomonas putida S16,Pseudomonas putida S16,,,,taxon:1042876,BioProject:PRJNA67881,BioSample:SAMN02603862,,Direct Submission,Complete Genome Sequence of the Nicotine-Degrading Pseudomonas putida Strain S16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP476056.1,"Zobellia galactanivorans strain DsiJT chromosome, complete genome",Zobellia galactanivorans,Zobellia galactanivorans,,,,taxon:63186,BioProject:PRJEB8976,BioSample:SAMEA3315864,,Direct Submission,Characterization of the first alginolytic operons in a marine bacterium: from their emergence in marine Flavobacteriia to their independent transfers to marine Proteobacteria and human gut Bacteroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP002789.1,"Xanthomonas campestris pv. raphani 756C, complete genome",Xanthomonas campestris pv. raphani 756C,Xanthomonas campestris pv. raphani 756C,,,,taxon:990315,BioProject:PRJNA63187,BioSample:SAMN02603062,,Direct Submission,Two New Complete Genome Sequences Offer Insight into Host and Tissue Specificity of Plant Pathogenic Xanthomonas spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
